Category	ID	Term	Genes	adj_pval
BP	GO:0009738	abscisic acid-activated signaling pathway	Tfasc_v1.04613-RA, Tfasc_v1.09611-RA, Tfasc_v1.20275-RA, Tfasc_v1.21288-RA, Tfasc_v1.25374-RA, Tfasc_v1.29709-RA, Tfasc_v1.30039-RA	0.00465
BP	GO:1902047	polyamine transmembrane transport	Tfasc_v1.22984-RA, Tfasc_v1.23004-RA	0.00517
BP	GO:0009737	response to abscisic acid	Tfasc_v1.01719-RA, Tfasc_v1.04613-RA, Tfasc_v1.09611-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10775-RA, Tfasc_v1.16304-RA, Tfasc_v1.20067-RA, Tfasc_v1.20275-RA, Tfasc_v1.21288-RA, Tfasc_v1.25269-RA, Tfasc_v1.25374-RA, Tfasc_v1.27689-RA, Tfasc_v1.29709-RA, Tfasc_v1.30039-RA, Tfasc_v1.33258-RA	0.00579
BP	GO:0000160	phosphorelay signal transduction system	Tfasc_v1.00174-RA, Tfasc_v1.03196-RA, Tfasc_v1.03490-RA, Tfasc_v1.03787-RA, Tfasc_v1.14449-RA, Tfasc_v1.21208-RA, Tfasc_v1.22759-RA, Tfasc_v1.26823-RA, Tfasc_v1.27175-RB	0.00686
BP	GO:0006597	spermine biosynthetic process	Tfasc_v1.05044-RA, Tfasc_v1.14175-RA	0.00845
BP	GO:0071423	malate transmembrane transport	Tfasc_v1.06404-RA, Tfasc_v1.08739-RA	0.00845
BP	GO:0046506	sulfolipid biosynthetic process	Tfasc_v1.12147-RA, Tfasc_v1.29686-RA	0.00845
BP	GO:0006468	protein phosphorylation	Tfasc_v1.00085-RA, Tfasc_v1.01254-RA, Tfasc_v1.02882-RA, Tfasc_v1.03128-RA, Tfasc_v1.04384-RA, Tfasc_v1.04613-RA, Tfasc_v1.04763-RA, Tfasc_v1.05896-RA, Tfasc_v1.05996-RA, Tfasc_v1.05998-RA, Tfasc_v1.07238-RA, Tfasc_v1.07883-RA, Tfasc_v1.11979-RA, Tfasc_v1.11980-RA, Tfasc_v1.12218-RA, Tfasc_v1.12426-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.15524-RA, Tfasc_v1.15932-RA, Tfasc_v1.16029-RA, Tfasc_v1.16172-RA, Tfasc_v1.16246-RA, Tfasc_v1.16297-RA, Tfasc_v1.16302-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.18536-RA, Tfasc_v1.18627-RA, Tfasc_v1.20275-RA, Tfasc_v1.21410-RA, Tfasc_v1.21415-RA, Tfasc_v1.21624-RA, Tfasc_v1.21761-RA, Tfasc_v1.22394-RA, Tfasc_v1.22524-RA, Tfasc_v1.22832-RA, Tfasc_v1.23446-RA, Tfasc_v1.23546-RA, Tfasc_v1.24205-RA, Tfasc_v1.24209-RA, Tfasc_v1.24407-RA, Tfasc_v1.24956-RA, Tfasc_v1.27296-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27857-RA, Tfasc_v1.27881-RA, Tfasc_v1.28605-RA, Tfasc_v1.28707-RA, Tfasc_v1.30039-RA, Tfasc_v1.32728-RA	0.00892
BP	GO:0009959	negative gravitropism	Tfasc_v1.14830-RA, Tfasc_v1.24163-RA, Tfasc_v1.33679-RA	0.00932
BP	GO:2000033	regulation of seed dormancy process	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.01243
BP	GO:0006542	glutamine biosynthetic process	Tfasc_v1.27147-RA, Tfasc_v1.28774-RA	0.01243
BP	GO:0009809	lignin biosynthetic process	Tfasc_v1.08065-RA, Tfasc_v1.09717-RA, Tfasc_v1.31828-RA	0.01332
BP	GO:0045893	positive regulation of DNA-templated transcription	Tfasc_v1.01337-RA, Tfasc_v1.01579-RA, Tfasc_v1.10617-RA, Tfasc_v1.12423-RA, Tfasc_v1.21163-RA, Tfasc_v1.22524-RA, Tfasc_v1.23115-RA, Tfasc_v1.24218-RA, Tfasc_v1.26654-RA	0.01418
BP	GO:0007165	signal transduction	Tfasc_v1.00174-RA, Tfasc_v1.01095-RA, Tfasc_v1.01254-RA, Tfasc_v1.02069-RA, Tfasc_v1.03196-RA, Tfasc_v1.03490-RA, Tfasc_v1.03787-RA, Tfasc_v1.04613-RA, Tfasc_v1.04763-RA, Tfasc_v1.07238-RA, Tfasc_v1.07733-RA, Tfasc_v1.07941-RA, Tfasc_v1.09505-RA, Tfasc_v1.09611-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.12218-RA, Tfasc_v1.12426-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.14449-RA, Tfasc_v1.15932-RA, Tfasc_v1.16297-RA, Tfasc_v1.16302-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.17350-RA, Tfasc_v1.18319-RA, Tfasc_v1.20067-RA, Tfasc_v1.20275-RA, Tfasc_v1.21208-RA, Tfasc_v1.21288-RA, Tfasc_v1.22708-RA, Tfasc_v1.22759-RA, Tfasc_v1.22809-RA, Tfasc_v1.22939-RA, Tfasc_v1.23198-RA, Tfasc_v1.23336-RA, Tfasc_v1.23546-RA, Tfasc_v1.24407-RA, Tfasc_v1.24489-RA, Tfasc_v1.25269-RA, Tfasc_v1.25374-RA, Tfasc_v1.26654-RA, Tfasc_v1.26823-RA, Tfasc_v1.27175-RB, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.28707-RA, Tfasc_v1.29036-RA, Tfasc_v1.29709-RA, Tfasc_v1.30039-RA, Tfasc_v1.32728-RA	0.01421
BP	GO:0010112	regulation of systemic acquired resistance	Tfasc_v1.16790-RA, Tfasc_v1.16857-RA	0.01705
BP	GO:0009644	response to high light intensity	Tfasc_v1.08891-RA, Tfasc_v1.09192-RA, Tfasc_v1.10775-RA, Tfasc_v1.21651-RA	0.01808
BP	GO:0070413	trehalose metabolism in response to stress	Tfasc_v1.06212-RA, Tfasc_v1.09032-RA, Tfasc_v1.24161-RA	0.01817
BP	GO:0030163	protein catabolic process	Tfasc_v1.03216-RA, Tfasc_v1.06871-RA, Tfasc_v1.07733-RA, Tfasc_v1.08612-RA, Tfasc_v1.08614-RA, Tfasc_v1.08617-RA, Tfasc_v1.08621-RA, Tfasc_v1.08891-RA, Tfasc_v1.13193-RA, Tfasc_v1.16699-RA, Tfasc_v1.17350-RA, Tfasc_v1.21289-RA, Tfasc_v1.28007-RA	0.01986
BP	GO:0034620	cellular response to unfolded protein	Tfasc_v1.07733-RA, Tfasc_v1.23336-RA, Tfasc_v1.27979-RA, Tfasc_v1.29611-RA	0.02219
BP	GO:0009635	response to herbicide	Tfasc_v1.10775-RA, Tfasc_v1.26564-RA	0.02229
BP	GO:0010187	negative regulation of seed germination	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.02229
BP	GO:0009639	response to red or far red light	Tfasc_v1.03787-RA, Tfasc_v1.14652-RA, Tfasc_v1.14830-RA, Tfasc_v1.24163-RA, Tfasc_v1.24218-RA, Tfasc_v1.24331-RA, Tfasc_v1.33679-RA	0.02354
BP	GO:0015867	ATP transport	Tfasc_v1.00309-RA, Tfasc_v1.08739-RA, Tfasc_v1.12398-RA, Tfasc_v1.14941-RA, Tfasc_v1.20119-RA	0.02417
BP	GO:0016567	protein ubiquitination	Tfasc_v1.00227-RA, Tfasc_v1.01534-RA, Tfasc_v1.01576-RA, Tfasc_v1.06871-RA, Tfasc_v1.06910-RA, Tfasc_v1.06911-RA, Tfasc_v1.09036-RA, Tfasc_v1.09042-RA, Tfasc_v1.09043-RA, Tfasc_v1.13193-RA, Tfasc_v1.13945-RA, Tfasc_v1.16172-RA, Tfasc_v1.16562-RA, Tfasc_v1.16892-RA, Tfasc_v1.18147-RA, Tfasc_v1.21289-RA, Tfasc_v1.28008-RA, Tfasc_v1.28195-RA, Tfasc_v1.30020-RA	0.02455
BP	GO:0009409	response to cold	Tfasc_v1.06622-RA, Tfasc_v1.07880-RA, Tfasc_v1.09192-RA, Tfasc_v1.13185-RA, Tfasc_v1.14652-RA, Tfasc_v1.21288-RA, Tfasc_v1.25269-RA, Tfasc_v1.27689-RA	0.02639
BP	GO:0010275	NAD(P)H dehydrogenase complex assembly	Tfasc_v1.05174-RA, Tfasc_v1.05176-RA	0.0281
BP	GO:0009645	response to low light intensity stimulus	Tfasc_v1.09192-RA, Tfasc_v1.23336-RA	0.0281
BP	GO:1902603	carnitine transmembrane transport	Tfasc_v1.01863-RA	0.02999
BP	GO:0009769	photosynthesis, light harvesting in photosystem II	Tfasc_v1.10775-RA	0.02999
BP	GO:0090677	reversible differentiation	Tfasc_v1.11676-RA	0.02999
BP	GO:0089709	L-histidine transmembrane transport	Tfasc_v1.14941-RA	0.02999
BP	GO:0015709	thiosulfate transport	Tfasc_v1.08739-RA	0.02999
BP	GO:0010378	temperature compensation of the circadian clock	Tfasc_v1.14652-RA	0.02999
BP	GO:0015839	cadaverine transport	Tfasc_v1.01863-RA	0.02999
BP	GO:0046475	glycerophospholipid catabolic process	Tfasc_v1.30672-RA	0.02999
BP	GO:0010583	response to cyclopentenone	Tfasc_v1.27591-RA	0.02999
BP	GO:2001007	negative regulation of cellulose biosynthetic process	Tfasc_v1.13975-RA	0.02999
BP	GO:0010438	cellular response to sulfur starvation	Tfasc_v1.04249-RA	0.02999
BP	GO:0010439	regulation of glucosinolate biosynthetic process	Tfasc_v1.04249-RA	0.02999
BP	GO:0010062	negative regulation of trichoblast fate specification	Tfasc_v1.09932-RA	0.02999
BP	GO:1902184	negative regulation of shoot apical meristem development	Tfasc_v1.26716-RA	0.02999
BP	GO:0009270	response to humidity	Tfasc_v1.01719-RA	0.02999
BP	GO:0016125	sterol metabolic process	Tfasc_v1.00779-RA, Tfasc_v1.02560-RA, Tfasc_v1.04702-RA, Tfasc_v1.14320-RA, Tfasc_v1.28072-RA	0.03109
BP	GO:0010411	xyloglucan metabolic process	Tfasc_v1.02227-RA, Tfasc_v1.06053-RA, Tfasc_v1.08162-RA, Tfasc_v1.08164-RA, Tfasc_v1.26788-RA	0.0316
BP	GO:0051259	protein complex oligomerization	Tfasc_v1.00027-RA, Tfasc_v1.04954-RA, Tfasc_v1.14688-RA, Tfasc_v1.15772-RA	0.03375
BP	GO:0010268	brassinosteroid homeostasis	Tfasc_v1.02560-RA, Tfasc_v1.04702-RA, Tfasc_v1.16061-RA	0.034
BP	GO:0010215	cellulose microfibril organization	Tfasc_v1.26654-RA, Tfasc_v1.27593-RA	0.03444
BP	GO:0009873	ethylene-activated signaling pathway	Tfasc_v1.03490-RA, Tfasc_v1.03787-RA, Tfasc_v1.26823-RA	0.0378
BP	GO:0019252	starch biosynthetic process	Tfasc_v1.07880-RA, Tfasc_v1.08894-RA, Tfasc_v1.16595-RA	0.0378
BP	GO:0006694	steroid biosynthetic process	Tfasc_v1.01928-RA, Tfasc_v1.02560-RA, Tfasc_v1.04702-RA, Tfasc_v1.09717-RA, Tfasc_v1.14320-RA	0.04099
BP	GO:0035435	phosphate ion transmembrane transport	Tfasc_v1.08187-RA, Tfasc_v1.08739-RA	0.04127
BP	GO:0009094	L-phenylalanine biosynthetic process	Tfasc_v1.07027-RA, Tfasc_v1.22821-RA	0.04127
BP	GO:0006857	oligopeptide transport	Tfasc_v1.02010-RA, Tfasc_v1.02252-RA, Tfasc_v1.18509-RA	0.04129
BP	GO:0005992	trehalose biosynthetic process	Tfasc_v1.06212-RA, Tfasc_v1.08823-RA, Tfasc_v1.09032-RA, Tfasc_v1.24161-RA	0.04221
BP	GO:0009723	response to ethylene	Tfasc_v1.03490-RA, Tfasc_v1.03787-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.25269-RA, Tfasc_v1.26823-RA	0.04547
BP	GO:0090333	regulation of stomatal closure	Tfasc_v1.01719-RA, Tfasc_v1.21288-RA	0.04856
BP	GO:0009637	response to blue light	Tfasc_v1.03787-RA, Tfasc_v1.13975-RA, Tfasc_v1.14652-RA, Tfasc_v1.22809-RA, Tfasc_v1.24218-RA	0.04999
MF	GO:0016168	chlorophyll binding	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	2.1e-10
MF	GO:0047216	inositol 3-alpha-galactosyltransferase activity	Tfasc_v1.09728-RA, Tfasc_v1.09734-RA, Tfasc_v1.09735-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA	1.4e-07
MF	GO:0004575	sucrose alpha-glucosidase activity	Tfasc_v1.02421-RA, Tfasc_v1.02423-RA, Tfasc_v1.28239-RA, Tfasc_v1.28243-RA, Tfasc_v1.28244-RA, Tfasc_v1.29142-RA	9.9e-07
MF	GO:0005506	iron ion binding	Tfasc_v1.00367-RA, Tfasc_v1.00779-RA, Tfasc_v1.02560-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.06238-RA, Tfasc_v1.07609-RA, Tfasc_v1.09513-RA, Tfasc_v1.10443-RA, Tfasc_v1.14074-RA, Tfasc_v1.14320-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.17157-RA, Tfasc_v1.17160-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.21155-RA, Tfasc_v1.21211-RA, Tfasc_v1.21995-RA, Tfasc_v1.28072-RA	5e-06
MF	GO:0020037	heme binding	Tfasc_v1.00367-RA, Tfasc_v1.00779-RA, Tfasc_v1.02560-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.06238-RA, Tfasc_v1.07609-RA, Tfasc_v1.10443-RA, Tfasc_v1.12144-RA, Tfasc_v1.15087-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.17157-RA, Tfasc_v1.17160-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.21155-RA, Tfasc_v1.21211-RA, Tfasc_v1.25003-RA, Tfasc_v1.27818-RA, Tfasc_v1.28072-RA, Tfasc_v1.33258-RA	2.5e-05
MF	GO:0008194	UDP-glycosyltransferase activity	Tfasc_v1.03105-RA, Tfasc_v1.04236-RA, Tfasc_v1.06297-RA, Tfasc_v1.08788-RA, Tfasc_v1.08799-RA, Tfasc_v1.08894-RA, Tfasc_v1.09543-RA, Tfasc_v1.09545-RA, Tfasc_v1.09549-RB, Tfasc_v1.09725-RA, Tfasc_v1.09728-RA, Tfasc_v1.09734-RA, Tfasc_v1.09735-RA, Tfasc_v1.10985-RA, Tfasc_v1.11020-RA, Tfasc_v1.12147-RA, Tfasc_v1.12176-RA, Tfasc_v1.14607-RA, Tfasc_v1.15510-RA, Tfasc_v1.15980-RA, Tfasc_v1.16390-RA, Tfasc_v1.16595-RA, Tfasc_v1.22283-RA, Tfasc_v1.22711-RA, Tfasc_v1.22921-RA, Tfasc_v1.24161-RA, Tfasc_v1.24501-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA	4.8e-05
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Tfasc_v1.00367-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.06238-RA, Tfasc_v1.13301-RA, Tfasc_v1.13304-RA, Tfasc_v1.17157-RA, Tfasc_v1.17160-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.21155-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA	0.00013
MF	GO:0003700	DNA-binding transcription factor activity	Tfasc_v1.01579-RA, Tfasc_v1.01696-RA, Tfasc_v1.01777-RA, Tfasc_v1.02075-RA, Tfasc_v1.02997-RA, Tfasc_v1.03490-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.08874-RA, Tfasc_v1.08988-RA, Tfasc_v1.09505-RA, Tfasc_v1.09604-RA, Tfasc_v1.09612-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10617-RA, Tfasc_v1.10801-RA, Tfasc_v1.10887-RA, Tfasc_v1.14254-RA, Tfasc_v1.16013-RA, Tfasc_v1.16790-RA, Tfasc_v1.19309-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.21098-RA, Tfasc_v1.22678-RA, Tfasc_v1.24218-RA, Tfasc_v1.24219-RA, Tfasc_v1.25269-RA, Tfasc_v1.26645-RA, Tfasc_v1.26823-RA, Tfasc_v1.27740-RA, Tfasc_v1.28478-RA, Tfasc_v1.33700-RA	0.00057
MF	GO:0042409	caffeoyl-CoA O-methyltransferase activity	Tfasc_v1.08065-RA, Tfasc_v1.31828-RA	0.00089
MF	GO:0016758	hexosyltransferase activity	Tfasc_v1.00030-RA, Tfasc_v1.02227-RA, Tfasc_v1.03105-RA, Tfasc_v1.04236-RA, Tfasc_v1.06053-RA, Tfasc_v1.06297-RA, Tfasc_v1.08162-RA, Tfasc_v1.08164-RA, Tfasc_v1.08655-RA, Tfasc_v1.08788-RA, Tfasc_v1.08799-RA, Tfasc_v1.08894-RA, Tfasc_v1.09543-RA, Tfasc_v1.09545-RA, Tfasc_v1.09549-RB, Tfasc_v1.09725-RA, Tfasc_v1.09728-RA, Tfasc_v1.09734-RA, Tfasc_v1.09735-RA, Tfasc_v1.10985-RA, Tfasc_v1.11020-RA, Tfasc_v1.12147-RA, Tfasc_v1.12176-RA, Tfasc_v1.14607-RA, Tfasc_v1.15510-RA, Tfasc_v1.16390-RA, Tfasc_v1.16595-RA, Tfasc_v1.18648-RA, Tfasc_v1.22283-RA, Tfasc_v1.22711-RA, Tfasc_v1.22921-RA, Tfasc_v1.24161-RA, Tfasc_v1.24501-RA, Tfasc_v1.26788-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA	0.00171
MF	GO:0016762	xyloglucan:xyloglucosyl transferase activity	Tfasc_v1.02227-RA, Tfasc_v1.06053-RA, Tfasc_v1.08162-RA, Tfasc_v1.08164-RA, Tfasc_v1.26788-RA	0.0024
MF	GO:0015203	polyamine transmembrane transporter activity	Tfasc_v1.22984-RA, Tfasc_v1.23004-RA	0.00512
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Tfasc_v1.00367-RA, Tfasc_v1.00779-RA, Tfasc_v1.02560-RA, Tfasc_v1.03311-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.06238-RA, Tfasc_v1.06529-RA, Tfasc_v1.07609-RA, Tfasc_v1.10443-RA, Tfasc_v1.13301-RA, Tfasc_v1.13304-RA, Tfasc_v1.14320-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.17157-RA, Tfasc_v1.17160-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.21155-RA, Tfasc_v1.21211-RA, Tfasc_v1.23995-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA	0.00729
MF	GO:0003958	NADPH-hemoprotein reductase activity	Tfasc_v1.13301-RA, Tfasc_v1.13304-RA	0.00837
MF	GO:0015140	malate transmembrane transporter activity	Tfasc_v1.06404-RA, Tfasc_v1.08739-RA	0.00837
MF	GO:0042626	ATPase-coupled transmembrane transporter activity	Tfasc_v1.02211-RA, Tfasc_v1.03033-RA, Tfasc_v1.06871-RA, Tfasc_v1.07708-RA, Tfasc_v1.09474-RA, Tfasc_v1.09584-RA, Tfasc_v1.11129-RA, Tfasc_v1.14167-RA, Tfasc_v1.16231-RA, Tfasc_v1.18343-RA	0.00908
MF	GO:0004356	glutamate-ammonia ligase activity	Tfasc_v1.27147-RA, Tfasc_v1.28774-RA	0.01231
