Category	ID	Term	Genes	adj_pval
BP	GO:0009773	photosynthetic electron transport in photosystem I	Tfasc_v1.08897-RA, Tfasc_v1.20522-RA, Tfasc_v1.21651-RA, Tfasc_v1.24779-RA, Tfasc_v1.25253-RA	0.00044
BP	GO:0009738	abscisic acid-activated signaling pathway	Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.04613-RA, Tfasc_v1.09359-RA, Tfasc_v1.09611-RA, Tfasc_v1.16372-RA, Tfasc_v1.20275-RA, Tfasc_v1.21288-RA, Tfasc_v1.25374-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA	0.00074
BP	GO:0009416	response to light stimulus	Tfasc_v1.01903-RA, Tfasc_v1.04301-RA, Tfasc_v1.04702-RA, Tfasc_v1.05868-RA, Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.05971-RA, Tfasc_v1.06080-RA, Tfasc_v1.06665-RA, Tfasc_v1.08658-RA, Tfasc_v1.08676-RA, Tfasc_v1.08891-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.11639-RA, Tfasc_v1.12031-RA, Tfasc_v1.13975-RA, Tfasc_v1.14452-RA, Tfasc_v1.14652-RA, Tfasc_v1.14833-RA, Tfasc_v1.15053-RA, Tfasc_v1.16050-RA, Tfasc_v1.16315-RA, Tfasc_v1.16426-RA, Tfasc_v1.16790-RA, Tfasc_v1.20369-RA, Tfasc_v1.21651-RA, Tfasc_v1.22497-RA, Tfasc_v1.22502-RA, Tfasc_v1.22809-RA, Tfasc_v1.24065-RA, Tfasc_v1.24218-RA, Tfasc_v1.25753-RA, Tfasc_v1.27908-RA	0.00106
BP	GO:0009644	response to high light intensity	Tfasc_v1.01903-RA, Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.08676-RA, Tfasc_v1.08891-RA, Tfasc_v1.09192-RA, Tfasc_v1.10775-RA, Tfasc_v1.21651-RA	0.00128
BP	GO:0019464	glycine decarboxylation via glycine cleavage system	Tfasc_v1.13257-RA, Tfasc_v1.26919-RA, Tfasc_v1.28181-RA	0.00152
BP	GO:0062055	photosynthetic state transition	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00301
BP	GO:0007165	signal transduction	Tfasc_v1.00174-RA, Tfasc_v1.00808-RA, Tfasc_v1.01095-RA, Tfasc_v1.01537-RA, Tfasc_v1.01829-RA, Tfasc_v1.01865-RA, Tfasc_v1.02069-RA, Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.02265-RA, Tfasc_v1.02266-RA, Tfasc_v1.02550-RA, Tfasc_v1.02716-RA, Tfasc_v1.02938-RA, Tfasc_v1.02943-RA, Tfasc_v1.02968-RA, Tfasc_v1.03415-RA, Tfasc_v1.03490-RA, Tfasc_v1.03592-RA, Tfasc_v1.04594-RA, Tfasc_v1.04613-RA, Tfasc_v1.05091-RA, Tfasc_v1.05419-RA, Tfasc_v1.06919-RA, Tfasc_v1.07733-RA, Tfasc_v1.08107-RA, Tfasc_v1.09359-RA, Tfasc_v1.09374-RA, Tfasc_v1.09405-RA, Tfasc_v1.09432-RA, Tfasc_v1.09505-RA, Tfasc_v1.09611-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.12031-RA, Tfasc_v1.12218-RA, Tfasc_v1.12426-RA, Tfasc_v1.12888-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.14225-RA, Tfasc_v1.14859-RA, Tfasc_v1.15595-RA, Tfasc_v1.16050-RA, Tfasc_v1.16205-RA, Tfasc_v1.16304-RA, Tfasc_v1.16372-RA, Tfasc_v1.16454-RA, Tfasc_v1.17350-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.19918-RA, Tfasc_v1.20275-RA, Tfasc_v1.20468-RA, Tfasc_v1.21208-RA, Tfasc_v1.21288-RA, Tfasc_v1.21696-RA, Tfasc_v1.21767-RA, Tfasc_v1.22471-RA, Tfasc_v1.22595-RA, Tfasc_v1.22759-RA, Tfasc_v1.22798-RA, Tfasc_v1.22809-RA, Tfasc_v1.23546-RA, Tfasc_v1.24342-RA, Tfasc_v1.24366-RA, Tfasc_v1.24407-RA, Tfasc_v1.24489-RA, Tfasc_v1.24491-RA, Tfasc_v1.24978-RA, Tfasc_v1.25009-RA, Tfasc_v1.25269-RA, Tfasc_v1.25298-RA, Tfasc_v1.25374-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.26535-RA, Tfasc_v1.26823-RA, Tfasc_v1.27618-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27908-RA, Tfasc_v1.28729-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA, Tfasc_v1.30112-RA, Tfasc_v1.30670-RA, Tfasc_v1.31228-RA, Tfasc_v1.31230-RA, Tfasc_v1.32728-RA	0.00327
BP	GO:0003333	amino acid transmembrane transport	Tfasc_v1.01212-RA, Tfasc_v1.01899-RA, Tfasc_v1.04535-RA, Tfasc_v1.09420-RA, Tfasc_v1.09682-RA, Tfasc_v1.12137-RA, Tfasc_v1.12497-RA, Tfasc_v1.13314-RA, Tfasc_v1.15251-RA, Tfasc_v1.18515-RA, Tfasc_v1.25629-RA, Tfasc_v1.29725-RA	0.00507
BP	GO:0016125	sterol metabolic process	Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.14246-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.28072-RA	0.00558
BP	GO:0009231	riboflavin biosynthetic process	Tfasc_v1.09863-RA, Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00579
BP	GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.25269-RA	0.00749
BP	GO:0009056	catabolic process	Tfasc_v1.00808-RA, Tfasc_v1.01361-RA, Tfasc_v1.01537-RA, Tfasc_v1.01669-RA, Tfasc_v1.01732-RA, Tfasc_v1.02154-RA, Tfasc_v1.02199-RA, Tfasc_v1.03058-RA, Tfasc_v1.03610-RA, Tfasc_v1.04356-RA, Tfasc_v1.04427-RA, Tfasc_v1.04494-RA, Tfasc_v1.04741-RA, Tfasc_v1.04806-RA, Tfasc_v1.04960-RA, Tfasc_v1.05072-RA, Tfasc_v1.05549-RB, Tfasc_v1.05655-RA, Tfasc_v1.06031-RA, Tfasc_v1.07281-RA, Tfasc_v1.07733-RA, Tfasc_v1.07791-RA, Tfasc_v1.07996-RA, Tfasc_v1.08612-RA, Tfasc_v1.08616-RA, Tfasc_v1.08617-RA, Tfasc_v1.08854-RA, Tfasc_v1.08873-RA, Tfasc_v1.08891-RA, Tfasc_v1.09135-RA, Tfasc_v1.09258-RA, Tfasc_v1.09332-RA, Tfasc_v1.09702-RA, Tfasc_v1.11851-RA, Tfasc_v1.12144-RA, Tfasc_v1.12979-RA, Tfasc_v1.13257-RA, Tfasc_v1.14483-RA, Tfasc_v1.14914-RA, Tfasc_v1.15054-RA, Tfasc_v1.15679-RA, Tfasc_v1.16315-RA, Tfasc_v1.16471-RA, Tfasc_v1.16699-RA, Tfasc_v1.17195-RA, Tfasc_v1.17350-RA, Tfasc_v1.18400-RA, Tfasc_v1.18666-RA, Tfasc_v1.19496-RA, Tfasc_v1.19549-RA, Tfasc_v1.19550-RA, Tfasc_v1.19946-RA, Tfasc_v1.20239-RA, Tfasc_v1.20954-RA, Tfasc_v1.21120-RA, Tfasc_v1.21288-RA, Tfasc_v1.21454-RA, Tfasc_v1.22585-RA, Tfasc_v1.22641-RA, Tfasc_v1.22680-RA, Tfasc_v1.22975-RA, Tfasc_v1.24093-RA, Tfasc_v1.25083-RA, Tfasc_v1.26547-RA, Tfasc_v1.26919-RA, Tfasc_v1.27353-RA, Tfasc_v1.28007-RA, Tfasc_v1.28181-RA, Tfasc_v1.28525-RA, Tfasc_v1.29139-RA, Tfasc_v1.29142-RA, Tfasc_v1.29666-RA, Tfasc_v1.29667-RA, Tfasc_v1.29723-RA, Tfasc_v1.30857-RA	0.0078
BP	GO:1900424	regulation of defense response to bacterium	Tfasc_v1.12285-RA, Tfasc_v1.16790-RA, Tfasc_v1.22595-RA, Tfasc_v1.30112-RA	0.00866
BP	GO:0046622	positive regulation of organ growth	Tfasc_v1.15597-RA, Tfasc_v1.17211-RA	0.0087
BP	GO:0071492	cellular response to UV-A	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA	0.0087
BP	GO:0071486	cellular response to high light intensity	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA	0.0087
BP	GO:0006021	inositol biosynthetic process	Tfasc_v1.20319-RA, Tfasc_v1.23052-RA	0.0087
BP	GO:0005992	trehalose biosynthetic process	Tfasc_v1.02216-RA, Tfasc_v1.05016-RA, Tfasc_v1.08823-RA, Tfasc_v1.09032-RA, Tfasc_v1.09493-RB, Tfasc_v1.19474-RA, Tfasc_v1.24161-RA	0.00948
BP	GO:0007623	circadian rhythm	Tfasc_v1.00710-RA, Tfasc_v1.08812-RA, Tfasc_v1.13975-RA, Tfasc_v1.14652-RA, Tfasc_v1.15218-RA, Tfasc_v1.23066-RA, Tfasc_v1.29416-RA	0.00965
BP	GO:0010275	NAD(P)H dehydrogenase complex assembly	Tfasc_v1.04688-RA, Tfasc_v1.05174-RA, Tfasc_v1.05176-RA	0.01079
BP	GO:0010200	response to chitin	Tfasc_v1.12421-RA, Tfasc_v1.25269-RA, Tfasc_v1.27908-RA	0.01079
BP	GO:0046512	sphingosine biosynthetic process	Tfasc_v1.06909-RA, Tfasc_v1.07881-RA, Tfasc_v1.10773-RA	0.01079
BP	GO:0009809	lignin biosynthetic process	Tfasc_v1.07798-RA, Tfasc_v1.08065-RA, Tfasc_v1.09717-RA, Tfasc_v1.28194-RA	0.01208
BP	GO:0010167	response to nitrate	Tfasc_v1.02010-RA, Tfasc_v1.08668-RA, Tfasc_v1.18609-RA, Tfasc_v1.22304-RA	0.01208
BP	GO:0035672	oligopeptide transmembrane transport	Tfasc_v1.00748-RA, Tfasc_v1.02223-RA, Tfasc_v1.04825-RA, Tfasc_v1.18508-RA, Tfasc_v1.18509-RA, Tfasc_v1.24158-RA	0.01452
BP	GO:0009611	response to wounding	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.16205-RA, Tfasc_v1.22471-RA, Tfasc_v1.25269-RA, Tfasc_v1.27908-RA	0.01452
BP	GO:0009409	response to cold	Tfasc_v1.06145-RA, Tfasc_v1.08046-RA, Tfasc_v1.08676-RA, Tfasc_v1.09192-RA, Tfasc_v1.13185-RA, Tfasc_v1.14652-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.21288-RA, Tfasc_v1.25269-RA, Tfasc_v1.25807-RA, Tfasc_v1.27353-RA, Tfasc_v1.27908-RA	0.01468
BP	GO:0031952	regulation of protein autophosphorylation	Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.24491-RA	0.01479
BP	GO:0015706	nitrate transmembrane transport	Tfasc_v1.02010-RA, Tfasc_v1.18609-RA, Tfasc_v1.22304-RA	0.01479
BP	GO:0051555	flavonol biosynthetic process	Tfasc_v1.08658-RA, Tfasc_v1.28194-RA	0.01676
BP	GO:0055129	L-proline biosynthetic process	Tfasc_v1.01394-RA, Tfasc_v1.04427-RA	0.01676
BP	GO:0010117	photoprotection	Tfasc_v1.11639-RA, Tfasc_v1.21651-RA	0.01676
BP	GO:1900426	positive regulation of defense response to bacterium	Tfasc_v1.12285-RA, Tfasc_v1.16790-RA	0.01676
BP	GO:0051762	sesquiterpene biosynthetic process	Tfasc_v1.00324-RA, Tfasc_v1.27825-RA	0.01676
BP	GO:0009737	response to abscisic acid	Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.04427-RA, Tfasc_v1.04613-RA, Tfasc_v1.06665-RA, Tfasc_v1.09359-RA, Tfasc_v1.09525-RA, Tfasc_v1.09611-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10775-RA, Tfasc_v1.16304-RA, Tfasc_v1.16372-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA, Tfasc_v1.20275-RA, Tfasc_v1.21288-RA, Tfasc_v1.24176-RA, Tfasc_v1.25269-RA, Tfasc_v1.25374-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA	0.01762
BP	GO:0006857	oligopeptide transport	Tfasc_v1.00748-RA, Tfasc_v1.02010-RA, Tfasc_v1.02223-RA, Tfasc_v1.04825-RA, Tfasc_v1.18254-RA, Tfasc_v1.18256-RA, Tfasc_v1.18508-RA, Tfasc_v1.18509-RA, Tfasc_v1.24158-RA	0.01927
BP	GO:0007186	G protein-coupled receptor signaling pathway	Tfasc_v1.03592-RA, Tfasc_v1.04594-RA, Tfasc_v1.05419-RA, Tfasc_v1.22471-RA, Tfasc_v1.24978-RA	0.01944
BP	GO:0032875	regulation of DNA endoreduplication	Tfasc_v1.14327-RA, Tfasc_v1.15874-RA, Tfasc_v1.29309-RA	0.01951
BP	GO:0008295	spermidine biosynthetic process	Tfasc_v1.01732-RA, Tfasc_v1.05044-RA, Tfasc_v1.20954-RA	0.01951
BP	GO:0009094	L-phenylalanine biosynthetic process	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.01951
BP	GO:0009395	phospholipid catabolic process	Tfasc_v1.01361-RA, Tfasc_v1.01537-RA, Tfasc_v1.05072-RA, Tfasc_v1.21288-RA	0.02554
BP	GO:0080163	regulation of protein serine/threonine phosphatase activity	Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.09611-RA, Tfasc_v1.16372-RA	0.02554
BP	GO:0097052	L-kynurenine metabolic process	Tfasc_v1.26586-RA, Tfasc_v1.26586-RC	0.02693
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	Tfasc_v1.09432-RA, Tfasc_v1.12218-RA, Tfasc_v1.12888-RA, Tfasc_v1.13185-RA, Tfasc_v1.16454-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.27618-RA, Tfasc_v1.30670-RA	0.02904
BP	GO:0009414	response to water deprivation	Tfasc_v1.04427-RA, Tfasc_v1.06145-RA, Tfasc_v1.09359-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA, Tfasc_v1.21651-RA, Tfasc_v1.25269-RA, Tfasc_v1.25807-RA, Tfasc_v1.27908-RA, Tfasc_v1.28863-RA	0.03058
BP	GO:0042372	phylloquinone biosynthetic process	Tfasc_v1.01665-RA, Tfasc_v1.15292-RA, Tfasc_v1.20276-RA	0.03117
BP	GO:0061408	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	Tfasc_v1.09525-RA, Tfasc_v1.11745-RA, Tfasc_v1.24176-RA	0.03117
BP	GO:0010218	response to far red light	Tfasc_v1.14652-RA, Tfasc_v1.16050-RA, Tfasc_v1.24218-RA	0.03117
BP	GO:0006470	protein dephosphorylation	Tfasc_v1.00269-RA, Tfasc_v1.02158-RA, Tfasc_v1.02213-RA, Tfasc_v1.02215-RA, Tfasc_v1.04643-RA, Tfasc_v1.08023-RA, Tfasc_v1.09359-RA, Tfasc_v1.09611-RA, Tfasc_v1.10231-RA, Tfasc_v1.12054-RA, Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.15141-RA, Tfasc_v1.15350-RA, Tfasc_v1.16372-RA, Tfasc_v1.21674-RA, Tfasc_v1.23053-RA, Tfasc_v1.24225-RA, Tfasc_v1.24228-RA, Tfasc_v1.24491-RA, Tfasc_v1.26821-RA, Tfasc_v1.28904-RA	0.03164
BP	GO:0002229	defense response to oomycetes	Tfasc_v1.01786-RA, Tfasc_v1.12218-RA, Tfasc_v1.16790-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA	0.03258
BP	GO:0043928	exonucleolytic catabolism of deadenylated mRNA	Tfasc_v1.07996-RA, Tfasc_v1.15679-RA, Tfasc_v1.19946-RA	0.03809
BP	GO:0000165	MAPK cascade	Tfasc_v1.06919-RA, Tfasc_v1.24342-RA, Tfasc_v1.27908-RA	0.03809
BP	GO:0080156	mitochondrial mRNA modification	Tfasc_v1.07975-RA, Tfasc_v1.08861-RA, Tfasc_v1.29310-RA	0.03809
BP	GO:0002221	pattern recognition receptor signaling pathway	Tfasc_v1.22595-RA, Tfasc_v1.30112-RA	0.03894
BP	GO:0045487	gibberellin catabolic process	Tfasc_v1.03610-RA, Tfasc_v1.16315-RA	0.03894
BP	GO:0042128	nitrate assimilation	Tfasc_v1.08668-RA, Tfasc_v1.22304-RA	0.03894
BP	GO:2000033	regulation of seed dormancy process	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.03894
BP	GO:0032957	inositol trisphosphate metabolic process	Tfasc_v1.02208-RA, Tfasc_v1.13946-RA	0.03894
BP	GO:0080143	regulation of amino acid export	Tfasc_v1.13314-RA, Tfasc_v1.25629-RA	0.03894
