Category	ID	Term	Genes	adj_pval
BP	GO:0015743	malate transport	Tfasc_v1.02166-RA, Tfasc_v1.09561-RA, Tfasc_v1.16401-RA, Tfasc_v1.22750-RA	0.00212
BP	GO:0033388	putrescine biosynthetic process from arginine	Tfasc_v1.01725-RA, Tfasc_v1.01727-RA, Tfasc_v1.01731-RA	0.0028
BP	GO:0009414	response to water deprivation	Tfasc_v1.01960-RA, Tfasc_v1.09214-RA, Tfasc_v1.09359-RA, Tfasc_v1.14945-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.18618-RA, Tfasc_v1.19709-RA, Tfasc_v1.24184-RA, Tfasc_v1.25175-RA, Tfasc_v1.27689-RA, Tfasc_v1.28328-RA, Tfasc_v1.28863-RA	0.0036
BP	GO:0010143	cutin biosynthetic process	Tfasc_v1.13108-RA, Tfasc_v1.26603-RA, Tfasc_v1.29585-RA, Tfasc_v1.29586-RA	0.00377
BP	GO:0006527	arginine catabolic process	Tfasc_v1.01725-RA, Tfasc_v1.01727-RA, Tfasc_v1.01731-RA	0.00433
BP	GO:1902584	positive regulation of response to water deprivation	Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.28328-RA	0.00433
BP	GO:0045893	positive regulation of DNA-templated transcription	Tfasc_v1.01363-RA, Tfasc_v1.01579-RA, Tfasc_v1.02376-RA, Tfasc_v1.05651-RA, Tfasc_v1.09375-RA, Tfasc_v1.10617-RA, Tfasc_v1.14071-RA, Tfasc_v1.14819-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.16271-RA, Tfasc_v1.21163-RA, Tfasc_v1.22959-RA, Tfasc_v1.23181-RA, Tfasc_v1.24114-RA, Tfasc_v1.24176-RA, Tfasc_v1.24218-RA	0.00541
BP	GO:0032515	negative regulation of phosphoprotein phosphatase activity	Tfasc_v1.14761-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.29709-RA	0.00552
BP	GO:0009415	response to water	Tfasc_v1.01902-RA, Tfasc_v1.01960-RA, Tfasc_v1.09214-RA, Tfasc_v1.09359-RA, Tfasc_v1.10621-RA, Tfasc_v1.10623-RA, Tfasc_v1.14945-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.18618-RA, Tfasc_v1.19709-RA, Tfasc_v1.24184-RA, Tfasc_v1.25175-RA, Tfasc_v1.27689-RA, Tfasc_v1.28328-RA, Tfasc_v1.28863-RA	0.00602
BP	GO:0009809	lignin biosynthetic process	Tfasc_v1.03333-RA, Tfasc_v1.06039-RA, Tfasc_v1.26846-RA, Tfasc_v1.31828-RA	0.00612
BP	GO:0009767	photosynthetic electron transport chain	Tfasc_v1.02358-RA, Tfasc_v1.10808-RA, Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.25644-RA, Tfasc_v1.26194-RA, Tfasc_v1.29968-RA, Tfasc_v1.32711-RA	0.00645
BP	GO:0009094	L-phenylalanine biosynthetic process	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.22821-RA	0.01152
BP	GO:0016132	brassinosteroid biosynthetic process	Tfasc_v1.16184-RA, Tfasc_v1.23675-RA, Tfasc_v1.23678-RA, Tfasc_v1.28182-RA	0.01574
BP	GO:0051513	regulation of monopolar cell growth	Tfasc_v1.04696-RA, Tfasc_v1.13867-RA	0.01858
BP	GO:0006597	spermine biosynthetic process	Tfasc_v1.05044-RA, Tfasc_v1.14175-RA	0.01858
BP	GO:0006751	glutathione catabolic process	Tfasc_v1.07913-RA, Tfasc_v1.16017-RA	0.01858
BP	GO:0061408	positive regulation of transcription from RNA polymerase II promoter in response to heat stress	Tfasc_v1.14819-RA, Tfasc_v1.16271-RA, Tfasc_v1.24176-RA	0.01867
BP	GO:0009737	response to abscisic acid	Tfasc_v1.00011-RA, Tfasc_v1.09359-RA, Tfasc_v1.09614-RA, Tfasc_v1.10775-RA, Tfasc_v1.14761-RA, Tfasc_v1.16304-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17348-RA, Tfasc_v1.19709-RA, Tfasc_v1.20067-RA, Tfasc_v1.20275-RA, Tfasc_v1.22253-RA, Tfasc_v1.22664-RA, Tfasc_v1.24176-RA, Tfasc_v1.25374-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27689-RA, Tfasc_v1.27843-RA, Tfasc_v1.29709-RA	0.02526
BP	GO:0006542	glutamine biosynthetic process	Tfasc_v1.19507-RA, Tfasc_v1.28774-RA	0.02705
BP	GO:0006869	lipid transport	Tfasc_v1.01876-RA, Tfasc_v1.10930-RA, Tfasc_v1.11507-RA, Tfasc_v1.11764-RA, Tfasc_v1.11765-RA, Tfasc_v1.17702-RA, Tfasc_v1.20310-RA, Tfasc_v1.22664-RA, Tfasc_v1.22908-RA, Tfasc_v1.28033-RA, Tfasc_v1.29741-RA	0.02821
BP	GO:0006468	protein phosphorylation	Tfasc_v1.00230-RA, Tfasc_v1.01585-RA, Tfasc_v1.01589-RA, Tfasc_v1.01654-RA, Tfasc_v1.02882-RA, Tfasc_v1.03128-RA, Tfasc_v1.03637-RA, Tfasc_v1.03667-RA, Tfasc_v1.03928-RA, Tfasc_v1.04531-RA, Tfasc_v1.04623-RA, Tfasc_v1.05303-RA, Tfasc_v1.05304-RA, Tfasc_v1.05511-RA, Tfasc_v1.06308-RA, Tfasc_v1.06479-RA, Tfasc_v1.06625-RA, Tfasc_v1.06825-RA, Tfasc_v1.09093-RA, Tfasc_v1.09404-RA, Tfasc_v1.09405-RA, Tfasc_v1.09498-RA, Tfasc_v1.09766-RA, Tfasc_v1.10255-RA, Tfasc_v1.10262-RA, Tfasc_v1.10263-RA, Tfasc_v1.10266-RA, Tfasc_v1.10267-RA, Tfasc_v1.11969-RA, Tfasc_v1.12216-RA, Tfasc_v1.12242-RA, Tfasc_v1.14060-RA, Tfasc_v1.14272-RA, Tfasc_v1.14309-RA, Tfasc_v1.14313-RA, Tfasc_v1.16023-RA, Tfasc_v1.16172-RA, Tfasc_v1.16200-RA, Tfasc_v1.16246-RA, Tfasc_v1.16247-RA, Tfasc_v1.16254-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.17142-RA, Tfasc_v1.20275-RA, Tfasc_v1.20493-RA, Tfasc_v1.21412-RA, Tfasc_v1.22404-RA, Tfasc_v1.22621-RA, Tfasc_v1.23046-RA, Tfasc_v1.23321-RA, Tfasc_v1.24205-RA, Tfasc_v1.24209-RA, Tfasc_v1.24335-RA, Tfasc_v1.24407-RA, Tfasc_v1.25536-RA, Tfasc_v1.26100-RA, Tfasc_v1.27296-RA, Tfasc_v1.27784-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27857-RA, Tfasc_v1.28328-RA, Tfasc_v1.28891-RA, Tfasc_v1.28892-RA, Tfasc_v1.29734-RA, Tfasc_v1.29767-RA, Tfasc_v1.32728-RA	0.0294
BP	GO:0009409	response to cold	Tfasc_v1.08046-RA, Tfasc_v1.09192-RA, Tfasc_v1.09214-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15863-RA, Tfasc_v1.18618-RA, Tfasc_v1.22664-RA, Tfasc_v1.25175-RA, Tfasc_v1.27689-RA	0.03089
BP	GO:1901002	positive regulation of response to salt stress	Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.28328-RA	0.03307
BP	GO:0015689	molybdate ion transport	Tfasc_v1.17626-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA	0.03665
BP	GO:0006379	mRNA cleavage	Tfasc_v1.23134-RA, Tfasc_v1.23462-RA	0.03675
BP	GO:0016121	carotene catabolic process	Tfasc_v1.04408-RA, Tfasc_v1.06465-RA	0.03675
BP	GO:0006833	water transport	Tfasc_v1.01960-RA, Tfasc_v1.07651-RA, Tfasc_v1.28328-RA, Tfasc_v1.28863-RA	0.03872
BP	GO:0010207	photosystem II assembly	Tfasc_v1.13173-RA, Tfasc_v1.17563-RA, Tfasc_v1.24218-RA	0.03884
BP	GO:0030001	metal ion transport	Tfasc_v1.01802-RA, Tfasc_v1.02419-RA, Tfasc_v1.03065-RA, Tfasc_v1.03137-RA, Tfasc_v1.05873-RA, Tfasc_v1.05881-RA, Tfasc_v1.06722-RA, Tfasc_v1.08116-RA, Tfasc_v1.12290-RA, Tfasc_v1.12780-RA, Tfasc_v1.14188-RA, Tfasc_v1.16694-RA, Tfasc_v1.16873-RA, Tfasc_v1.17319-RA, Tfasc_v1.17680-RA, Tfasc_v1.19392-RA, Tfasc_v1.20313-RA, Tfasc_v1.20733-RA, Tfasc_v1.25175-RA, Tfasc_v1.26858-RA, Tfasc_v1.29530-RA	0.04249
BP	GO:0009755	hormone-mediated signaling pathway	Tfasc_v1.03490-RA, Tfasc_v1.04767-RA, Tfasc_v1.05511-RA, Tfasc_v1.05924-RA, Tfasc_v1.06351-RA, Tfasc_v1.08903-RA, Tfasc_v1.09359-RA, Tfasc_v1.09404-RA, Tfasc_v1.09405-RA, Tfasc_v1.09505-RA, Tfasc_v1.09614-RA, Tfasc_v1.11969-RA, Tfasc_v1.14225-RA, Tfasc_v1.14309-RA, Tfasc_v1.14761-RA, Tfasc_v1.16254-RA, Tfasc_v1.17391-RA, Tfasc_v1.20122-RA, Tfasc_v1.20275-RA, Tfasc_v1.22664-RA, Tfasc_v1.24378-RA, Tfasc_v1.25177-RA, Tfasc_v1.25374-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.28328-RA, Tfasc_v1.29709-RA, Tfasc_v1.29767-RA	0.04457
BP	GO:1900140	regulation of seedling development	Tfasc_v1.06351-RA, Tfasc_v1.09404-RA, Tfasc_v1.09614-RA, Tfasc_v1.22253-RA	0.04508
BP	GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	Tfasc_v1.23009-RA	0.04515
BP	GO:2000306	positive regulation of photomorphogenesis	Tfasc_v1.06351-RA	0.04515
BP	GO:0009769	photosynthesis, light harvesting in photosystem II	Tfasc_v1.10775-RA	0.04515
BP	GO:0042948	salicin transport	Tfasc_v1.20354-RA	0.04515
BP	GO:0060860	regulation of floral organ abscission	Tfasc_v1.08084-RA	0.04515
BP	GO:0009861	jasmonic acid and ethylene-dependent systemic resistance	Tfasc_v1.09375-RA	0.04515
BP	GO:0015755	fructose transmembrane transport	Tfasc_v1.06516-RA	0.04515
BP	GO:0080168	abscisic acid transport	Tfasc_v1.22664-RA	0.04515
BP	GO:0048830	adventitious root development	Tfasc_v1.08903-RA	0.04515
BP	GO:0009970	cellular response to sulfate starvation	Tfasc_v1.03296-RA	0.04515
BP	GO:0032055	negative regulation of translation in response to stress	Tfasc_v1.00068-RA	0.04515
BP	GO:0098755	maintenance of seed dormancy by absisic acid	Tfasc_v1.22253-RA	0.04515
BP	GO:0030418	nicotianamine biosynthetic process	Tfasc_v1.01581-RA	0.04515
BP	GO:0035019	somatic stem cell population maintenance	Tfasc_v1.20473-RA	0.04515
BP	GO:1902459	positive regulation of stem cell population maintenance	Tfasc_v1.09375-RA	0.04515
BP	GO:0097548	seed abscission	Tfasc_v1.08084-RA	0.04515
BP	GO:0046949	fatty-acyl-CoA biosynthetic process	Tfasc_v1.07919-RA	0.04515
BP	GO:0010438	cellular response to sulfur starvation	Tfasc_v1.04249-RA	0.04515
BP	GO:0010439	regulation of glucosinolate biosynthetic process	Tfasc_v1.04249-RA	0.04515
BP	GO:0010401	pectic galactan metabolic process	Tfasc_v1.00011-RA	0.04515
BP	GO:0090414	molybdate ion export from vacuole	Tfasc_v1.17626-RA	0.04515
BP	GO:0140352	export from cell	Tfasc_v1.01163-RA, Tfasc_v1.05924-RA, Tfasc_v1.17391-RA, Tfasc_v1.22664-RA, Tfasc_v1.23710-RA, Tfasc_v1.26778-RA	0.04525
MF	GO:0016168	chlorophyll binding	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25644-RA, Tfasc_v1.25753-RA, Tfasc_v1.31780-RA, Tfasc_v1.32723-RA	1.9e-12
MF	GO:0020037	heme binding	Tfasc_v1.03069-RA, Tfasc_v1.03080-RA, Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.05575-RA, Tfasc_v1.06011-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07808-RA, Tfasc_v1.09057-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.12411-RA, Tfasc_v1.12471-RA, Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.15044-RA, Tfasc_v1.15572-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.16184-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.19450-RA, Tfasc_v1.21376-RA, Tfasc_v1.23629-RA, Tfasc_v1.23675-RA, Tfasc_v1.23678-RA, Tfasc_v1.24264-RA, Tfasc_v1.28072-RA, Tfasc_v1.28182-RA, Tfasc_v1.28377-RA, Tfasc_v1.29526-RA, Tfasc_v1.30075-RB, Tfasc_v1.30923-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31205-RA, Tfasc_v1.31207-RA, Tfasc_v1.31471-RA, Tfasc_v1.32709-RA	5.4e-11
MF	GO:0005506	iron ion binding	Tfasc_v1.01270-RA, Tfasc_v1.03080-RA, Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.05575-RA, Tfasc_v1.06011-RA, Tfasc_v1.06921-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07808-RA, Tfasc_v1.09438-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.12471-RA, Tfasc_v1.13972-RA, Tfasc_v1.14231-RA, Tfasc_v1.15013-RA, Tfasc_v1.15044-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.16184-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.23675-RA, Tfasc_v1.23678-RA, Tfasc_v1.28072-RA, Tfasc_v1.28182-RA, Tfasc_v1.28377-RA, Tfasc_v1.30923-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31205-RA, Tfasc_v1.31207-RA, Tfasc_v1.31471-RA, Tfasc_v1.32709-RA	3.7e-10
MF	GO:0003700	DNA-binding transcription factor activity	Tfasc_v1.00179-RA, Tfasc_v1.00253-RA, Tfasc_v1.00371-RA, Tfasc_v1.00549-RA, Tfasc_v1.01409-RA, Tfasc_v1.01579-RA, Tfasc_v1.01582-RA, Tfasc_v1.01605-RA, Tfasc_v1.01777-RA, Tfasc_v1.02072-RA, Tfasc_v1.02250-RA, Tfasc_v1.03490-RA, Tfasc_v1.04959-RA, Tfasc_v1.05651-RA, Tfasc_v1.06351-RA, Tfasc_v1.06889-RA, Tfasc_v1.07084-RA, Tfasc_v1.08059-RA, Tfasc_v1.08084-RA, Tfasc_v1.08564-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.08870-RA, Tfasc_v1.08988-RA, Tfasc_v1.09505-RA, Tfasc_v1.09512-RA, Tfasc_v1.09604-RA, Tfasc_v1.09612-RA, Tfasc_v1.09781-RA, Tfasc_v1.10617-RA, Tfasc_v1.14807-RA, Tfasc_v1.14819-RA, Tfasc_v1.14943-RA, Tfasc_v1.16251-RA, Tfasc_v1.16271-RA, Tfasc_v1.16334-RA, Tfasc_v1.16431-RA, Tfasc_v1.17275-RA, Tfasc_v1.17468-RA, Tfasc_v1.19309-RA, Tfasc_v1.20141-RA, Tfasc_v1.21098-RA, Tfasc_v1.21103-RA, Tfasc_v1.22185-RA, Tfasc_v1.22717-RA, Tfasc_v1.22790-RA, Tfasc_v1.24176-RA, Tfasc_v1.24218-RA, Tfasc_v1.24353-RA, Tfasc_v1.25177-RA, Tfasc_v1.27673-RA, Tfasc_v1.27841-RA, Tfasc_v1.27841-RB, Tfasc_v1.27879-RA, Tfasc_v1.28016-RA, Tfasc_v1.28405-RA, Tfasc_v1.29397-RA, Tfasc_v1.29974-RA, Tfasc_v1.30044-RA, Tfasc_v1.30267-RA, Tfasc_v1.30705-RA, Tfasc_v1.32247-RA	1.4e-09
