Category	ID	Term	Genes	adj_pval
BP	GO:0070413	trehalose metabolism in response to stress	Tfasc_v1.02216-RA, Tfasc_v1.05016-RA, Tfasc_v1.09032-RA, Tfasc_v1.09493-RB, Tfasc_v1.19474-RA	0.00189
BP	GO:0015708	silicic acid import across plasma membrane	Tfasc_v1.05951-RA, Tfasc_v1.18652-RA	0.00244
BP	GO:0062055	photosynthetic state transition	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00244
BP	GO:0000024	maltose biosynthetic process	Tfasc_v1.06622-RA, Tfasc_v1.27353-RA	0.00244
BP	GO:0010236	plastoquinone biosynthetic process	Tfasc_v1.20276-RA, Tfasc_v1.22735-RA, Tfasc_v1.26913-RA	0.00362
BP	GO:0009231	riboflavin biosynthetic process	Tfasc_v1.09863-RA, Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00397
BP	GO:0010143	cutin biosynthetic process	Tfasc_v1.07592-RA, Tfasc_v1.13105-RA, Tfasc_v1.13106-RA, Tfasc_v1.28886-RA	0.00521
BP	GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.25269-RA	0.00558
BP	GO:0009414	response to water deprivation	Tfasc_v1.01254-RA, Tfasc_v1.04427-RA, Tfasc_v1.06266-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15598-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA, Tfasc_v1.21651-RA, Tfasc_v1.25269-RA, Tfasc_v1.25807-RA, Tfasc_v1.27908-RA, Tfasc_v1.28863-RA	0.00682
BP	GO:1900424	regulation of defense response to bacterium	Tfasc_v1.16790-RA, Tfasc_v1.22595-RA, Tfasc_v1.30112-RA	0.00706
BP	GO:0046622	positive regulation of organ growth	Tfasc_v1.15597-RA, Tfasc_v1.17211-RA	0.00707
BP	GO:0071492	cellular response to UV-A	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA	0.00707
BP	GO:0071486	cellular response to high light intensity	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA	0.00707
BP	GO:0030187	melatonin biosynthetic process	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00707
BP	GO:0010200	response to chitin	Tfasc_v1.25269-RA, Tfasc_v1.27908-RA, Tfasc_v1.27960-RA	0.00806
BP	GO:0030163	protein catabolic process	Tfasc_v1.04960-RA, Tfasc_v1.08891-RA, Tfasc_v1.09135-RA, Tfasc_v1.09761-RA, Tfasc_v1.16471-RA, Tfasc_v1.16699-RA, Tfasc_v1.17195-RA, Tfasc_v1.17350-RA, Tfasc_v1.18750-RA, Tfasc_v1.22641-RA, Tfasc_v1.27157-RA, Tfasc_v1.27794-RA, Tfasc_v1.28007-RA, Tfasc_v1.28525-RA, Tfasc_v1.29132-RA, Tfasc_v1.29666-RA	0.00849
BP	GO:0009738	abscisic acid-activated signaling pathway	Tfasc_v1.02215-RA, Tfasc_v1.04613-RA, Tfasc_v1.09614-RA, Tfasc_v1.16372-RA, Tfasc_v1.20275-RA, Tfasc_v1.25374-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA	0.00892
BP	GO:0035672	oligopeptide transmembrane transport	Tfasc_v1.00748-RA, Tfasc_v1.02223-RA, Tfasc_v1.08937-RA, Tfasc_v1.18508-RA, Tfasc_v1.24158-RA, Tfasc_v1.28388-RA	0.00893
BP	GO:0031952	regulation of protein autophosphorylation	Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.24491-RA	0.0111
BP	GO:0015918	sterol transport	Tfasc_v1.06714-RA, Tfasc_v1.08121-RA, Tfasc_v1.22331-RA	0.0111
BP	GO:1904823	purine nucleobase transmembrane transport	Tfasc_v1.00351-RA, Tfasc_v1.27814-RA	0.01368
BP	GO:0015853	adenine transport	Tfasc_v1.00351-RA, Tfasc_v1.27814-RA	0.01368
BP	GO:0015854	guanine transport	Tfasc_v1.00351-RA, Tfasc_v1.27814-RA	0.01368
BP	GO:0010117	photoprotection	Tfasc_v1.11639-RA, Tfasc_v1.21651-RA	0.01368
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	Tfasc_v1.12218-RA, Tfasc_v1.12888-RA, Tfasc_v1.13185-RA, Tfasc_v1.14520-RA, Tfasc_v1.16454-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.27618-RA, Tfasc_v1.30670-RA	0.01456
BP	GO:0032875	regulation of DNA endoreduplication	Tfasc_v1.14327-RA, Tfasc_v1.15874-RA, Tfasc_v1.29309-RA	0.01471
BP	GO:0009094	L-phenylalanine biosynthetic process	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.01471
BP	GO:0009408	response to heat	Tfasc_v1.00027-RA, Tfasc_v1.03304-RA, Tfasc_v1.04427-RA, Tfasc_v1.04954-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.06266-RA, Tfasc_v1.11745-RA, Tfasc_v1.11863-RA, Tfasc_v1.16168-RA, Tfasc_v1.16205-RA, Tfasc_v1.22842-RA, Tfasc_v1.28263-RA, Tfasc_v1.30187-RA	0.01528
BP	GO:0009409	response to cold	Tfasc_v1.06622-RA, Tfasc_v1.09192-RA, Tfasc_v1.13185-RA, Tfasc_v1.14652-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.17224-RA, Tfasc_v1.22935-RA, Tfasc_v1.25269-RA, Tfasc_v1.25807-RA, Tfasc_v1.27353-RA, Tfasc_v1.27908-RA	0.01853
BP	GO:0005992	trehalose biosynthetic process	Tfasc_v1.02216-RA, Tfasc_v1.05016-RA, Tfasc_v1.08823-RA, Tfasc_v1.09032-RA, Tfasc_v1.09493-RB, Tfasc_v1.19474-RA	0.02029
BP	GO:0016132	brassinosteroid biosynthetic process	Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA	0.02124
BP	GO:0000278	mitotic cell cycle	Tfasc_v1.01985-RA, Tfasc_v1.02550-RA, Tfasc_v1.04534-RA, Tfasc_v1.08865-RA, Tfasc_v1.10785-RA, Tfasc_v1.11971-RA, Tfasc_v1.18434-RA, Tfasc_v1.22595-RA, Tfasc_v1.23089-RA, Tfasc_v1.23546-RA, Tfasc_v1.26623-RA, Tfasc_v1.27669-RA, Tfasc_v1.30112-RA, Tfasc_v1.32728-RA	0.02226
BP	GO:0009753	response to jasmonic acid	Tfasc_v1.04427-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.16205-RA, Tfasc_v1.16233-RA, Tfasc_v1.23678-RA, Tfasc_v1.25269-RA	0.0235
BP	GO:0010268	brassinosteroid homeostasis	Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA	0.02855
BP	GO:0080156	mitochondrial mRNA modification	Tfasc_v1.07975-RA, Tfasc_v1.08861-RA, Tfasc_v1.29310-RA	0.02907
BP	GO:0007165	signal transduction	Tfasc_v1.00174-RA, Tfasc_v1.00808-RA, Tfasc_v1.01095-RA, Tfasc_v1.01254-RA, Tfasc_v1.01360-RA, Tfasc_v1.01537-RA, Tfasc_v1.01654-RA, Tfasc_v1.02069-RA, Tfasc_v1.02215-RA, Tfasc_v1.02266-RA, Tfasc_v1.02550-RA, Tfasc_v1.02938-RA, Tfasc_v1.02943-RA, Tfasc_v1.02968-RA, Tfasc_v1.03140-RA, Tfasc_v1.03490-RA, Tfasc_v1.03592-RA, Tfasc_v1.03593-RA, Tfasc_v1.04594-RA, Tfasc_v1.04613-RA, Tfasc_v1.06177-RA, Tfasc_v1.08107-RA, Tfasc_v1.09505-RA, Tfasc_v1.09614-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.12218-RA, Tfasc_v1.12602-RA, Tfasc_v1.12888-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.14225-RA, Tfasc_v1.14449-RA, Tfasc_v1.14520-RA, Tfasc_v1.14859-RA, Tfasc_v1.15595-RA, Tfasc_v1.16050-RA, Tfasc_v1.16205-RA, Tfasc_v1.16233-RA, Tfasc_v1.16372-RA, Tfasc_v1.16454-RA, Tfasc_v1.17350-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.20275-RA, Tfasc_v1.20468-RA, Tfasc_v1.21208-RA, Tfasc_v1.21420-RA, Tfasc_v1.21696-RA, Tfasc_v1.21767-RA, Tfasc_v1.22453-RA, Tfasc_v1.22595-RA, Tfasc_v1.22759-RA, Tfasc_v1.22798-RA, Tfasc_v1.22809-RA, Tfasc_v1.23546-RA, Tfasc_v1.24407-RA, Tfasc_v1.24489-RA, Tfasc_v1.24491-RA, Tfasc_v1.24978-RA, Tfasc_v1.25269-RA, Tfasc_v1.25374-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.26535-RA, Tfasc_v1.26569-RA, Tfasc_v1.26823-RA, Tfasc_v1.27618-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27908-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA, Tfasc_v1.30112-RA, Tfasc_v1.30670-RA, Tfasc_v1.31228-RA, Tfasc_v1.31230-RA, Tfasc_v1.32728-RA	0.03155
BP	GO:0002221	pattern recognition receptor signaling pathway	Tfasc_v1.22595-RA, Tfasc_v1.30112-RA	0.03202
BP	GO:0045487	gibberellin catabolic process	Tfasc_v1.03610-RA, Tfasc_v1.16315-RA	0.03202
BP	GO:2000033	regulation of seed dormancy process	Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.03202
BP	GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	Tfasc_v1.03334-RA, Tfasc_v1.07891-RA, Tfasc_v1.07996-RA, Tfasc_v1.08826-RA, Tfasc_v1.15679-RA	0.03419
BP	GO:0009611	response to wounding	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.16205-RA, Tfasc_v1.25269-RA, Tfasc_v1.27908-RA	0.03419
BP	GO:0042538	hyperosmotic salinity response	Tfasc_v1.04427-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.03503
BP	GO:0034641	cellular nitrogen compound metabolic process	Tfasc_v1.00408-RA, Tfasc_v1.01143-RA, Tfasc_v1.01170-RA, Tfasc_v1.01363-RA, Tfasc_v1.01581-RA, Tfasc_v1.01696-RA, Tfasc_v1.01717-RA, Tfasc_v1.02053-RA, Tfasc_v1.02154-RA, Tfasc_v1.02158-RA, Tfasc_v1.02300-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.02550-RA, Tfasc_v1.02943-RA, Tfasc_v1.03103-RA, Tfasc_v1.03104-RA, Tfasc_v1.03140-RA, Tfasc_v1.03334-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04501-RA, Tfasc_v1.04578-RA, Tfasc_v1.04718-RA, Tfasc_v1.04959-RA, Tfasc_v1.05044-RA, Tfasc_v1.05048-RA, Tfasc_v1.05143-RA, Tfasc_v1.05521-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.05941-RA, Tfasc_v1.05982-RA, Tfasc_v1.06276-RA, Tfasc_v1.06384-RA, Tfasc_v1.06546-RA, Tfasc_v1.06617-RA, Tfasc_v1.06618-RA, Tfasc_v1.06811-RA, Tfasc_v1.07214-RA, Tfasc_v1.07559-RA, Tfasc_v1.07791-RA, Tfasc_v1.07872-RA, Tfasc_v1.07891-RA, Tfasc_v1.07975-RA, Tfasc_v1.07996-RA, Tfasc_v1.08084-RA, Tfasc_v1.08107-RA, Tfasc_v1.08150-RA, Tfasc_v1.08826-RA, Tfasc_v1.08861-RA, Tfasc_v1.08900-RA, Tfasc_v1.08928-RA, Tfasc_v1.08990-RA, Tfasc_v1.09340-RA, Tfasc_v1.09505-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.09794-RA, Tfasc_v1.09863-RA, Tfasc_v1.10237-RA, Tfasc_v1.10757-RA, Tfasc_v1.10793-RA, Tfasc_v1.10801-RA, Tfasc_v1.10868-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.10944-RA, Tfasc_v1.11005-RA, Tfasc_v1.11417-RB, Tfasc_v1.11745-RA, Tfasc_v1.11835-RA, Tfasc_v1.12110-RA, Tfasc_v1.12111-RA, Tfasc_v1.12143-RA, Tfasc_v1.12144-RA, Tfasc_v1.12310-RA, Tfasc_v1.12384-RA, Tfasc_v1.12425-RA, Tfasc_v1.12494-RA, Tfasc_v1.12495-RA, Tfasc_v1.13645-RA, Tfasc_v1.13975-RA, Tfasc_v1.14071-RA, Tfasc_v1.14097-RA, Tfasc_v1.14158-RA, Tfasc_v1.14172-RA, Tfasc_v1.14225-RA, Tfasc_v1.14282-RA, Tfasc_v1.14327-RA, Tfasc_v1.14339-RA, Tfasc_v1.14452-RA, Tfasc_v1.14652-RA, Tfasc_v1.14711-RA, Tfasc_v1.14907-RA, Tfasc_v1.14914-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15547-RA, Tfasc_v1.15636-RA, Tfasc_v1.15679-RA, Tfasc_v1.15727-RA, Tfasc_v1.15744-RA, Tfasc_v1.15852-RA, Tfasc_v1.15873-RA, Tfasc_v1.15874-RA, Tfasc_v1.16050-RA, Tfasc_v1.16136-RA, Tfasc_v1.16160-RA, Tfasc_v1.16205-RA, Tfasc_v1.16266-RA, Tfasc_v1.16491-RA, Tfasc_v1.16790-RA, Tfasc_v1.17114-RA, Tfasc_v1.17224-RA, Tfasc_v1.17456-RA, Tfasc_v1.17457-RA, Tfasc_v1.17537-RA, Tfasc_v1.17540-RA, Tfasc_v1.17540-RB, Tfasc_v1.17934-RA, Tfasc_v1.18269-RA, Tfasc_v1.18303-RA, Tfasc_v1.18392-RA, Tfasc_v1.18400-RA, Tfasc_v1.18401-RA, Tfasc_v1.18508-RA, Tfasc_v1.18671-RA, Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.18785-RA, Tfasc_v1.18820-RA, Tfasc_v1.18874-RA, Tfasc_v1.19302-RA, Tfasc_v1.19305-RA, Tfasc_v1.19728-RA, Tfasc_v1.19943-RA, Tfasc_v1.20077-RA, Tfasc_v1.20151-RA, Tfasc_v1.20175-RA, Tfasc_v1.20329-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.20443-RA, Tfasc_v1.20509-RA, Tfasc_v1.20954-RA, Tfasc_v1.21098-RA, Tfasc_v1.21103-RA, Tfasc_v1.21186-RA, Tfasc_v1.21500-RA, Tfasc_v1.21508-RA, Tfasc_v1.21767-RA, Tfasc_v1.21947-RA, Tfasc_v1.22107-RA, Tfasc_v1.22185-RA, Tfasc_v1.22392-RA, Tfasc_v1.22497-RA, Tfasc_v1.22605-RA, Tfasc_v1.22625-RA, Tfasc_v1.22656-RA, Tfasc_v1.22842-RA, Tfasc_v1.22892-RA, Tfasc_v1.23001-RA, Tfasc_v1.23015-RA, Tfasc_v1.23066-RA, Tfasc_v1.23462-RA, Tfasc_v1.24013-RA, Tfasc_v1.24036-RA, Tfasc_v1.24082-RA, Tfasc_v1.24182-RA, Tfasc_v1.24489-RA, Tfasc_v1.25013-RA, Tfasc_v1.25083-RA, Tfasc_v1.25158-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.25425-RA, Tfasc_v1.25807-RA, Tfasc_v1.26057-RA, Tfasc_v1.26059-RA, Tfasc_v1.26176-RA, Tfasc_v1.26269-RA, Tfasc_v1.26452-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27544-RA, Tfasc_v1.27705-RA, Tfasc_v1.27740-RA, Tfasc_v1.27753-RA, Tfasc_v1.27793-RA, Tfasc_v1.27800-RA, Tfasc_v1.27879-RA, Tfasc_v1.27908-RA, Tfasc_v1.28009-RA, Tfasc_v1.28196-RB, Tfasc_v1.28537-RA, Tfasc_v1.28919-RA, Tfasc_v1.29309-RA, Tfasc_v1.29310-RA, Tfasc_v1.29416-RA, Tfasc_v1.29429-RB, Tfasc_v1.29539-RA, Tfasc_v1.29628-RA, Tfasc_v1.29883-RA, Tfasc_v1.30010-RB, Tfasc_v1.30415-RA, Tfasc_v1.30572-RA, Tfasc_v1.31821-RA, Tfasc_v1.32018-RA, Tfasc_v1.32620-RA, Tfasc_v1.33700-RA	0.03634
