Category	ID	Term	Genes	adj_pval
BP	GO:0046323	glucose import	Tfasc_v1.05129-RA, Tfasc_v1.18720-RA, Tfasc_v1.19709-RA, Tfasc_v1.23324-RA, Tfasc_v1.23326-RA	0.01817
BP	GO:0019853	L-ascorbic acid biosynthetic process	Tfasc_v1.21501-RA, Tfasc_v1.21509-RA	0.02009
BP	GO:0016121	carotene catabolic process	Tfasc_v1.04408-RA, Tfasc_v1.06465-RA	0.02009
BP	GO:0048856	anatomical structure development	Tfasc_v1.00179-RA, Tfasc_v1.01361-RA, Tfasc_v1.01863-RA, Tfasc_v1.04696-RA, Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.06884-RA, Tfasc_v1.07492-RA, Tfasc_v1.09214-RA, Tfasc_v1.09658-RA, Tfasc_v1.09771-RA, Tfasc_v1.11891-RA, Tfasc_v1.12297-RA, Tfasc_v1.12398-RA, Tfasc_v1.13975-RA, Tfasc_v1.14158-RA, Tfasc_v1.14272-RA, Tfasc_v1.14652-RA, Tfasc_v1.17350-RA, Tfasc_v1.17912-RB, Tfasc_v1.17913-RA, Tfasc_v1.20275-RA, Tfasc_v1.21347-RA, Tfasc_v1.22253-RA, Tfasc_v1.24191-RA, Tfasc_v1.24218-RA, Tfasc_v1.26061-RA, Tfasc_v1.26432-RA, Tfasc_v1.26716-RA, Tfasc_v1.26823-RA, Tfasc_v1.28586-RA, Tfasc_v1.28886-RA, Tfasc_v1.29728-RA, Tfasc_v1.33165-RA	0.0235
BP	GO:0010118	stomatal movement	Tfasc_v1.01254-RA, Tfasc_v1.10775-RA, Tfasc_v1.26432-RA	0.02622
BP	GO:0016119	carotene metabolic process	Tfasc_v1.04408-RA, Tfasc_v1.04498-RA, Tfasc_v1.06465-RA, Tfasc_v1.06921-RA	0.03254
BP	GO:0043100	pyrimidine nucleobase salvage	Tfasc_v1.01954-RA, Tfasc_v1.29555-RA, Tfasc_v1.29567-RA	0.03258
BP	GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	Tfasc_v1.23009-RA	0.0327
BP	GO:1902603	carnitine transmembrane transport	Tfasc_v1.01863-RA	0.0327
BP	GO:0009769	photosynthesis, light harvesting in photosystem II	Tfasc_v1.10775-RA	0.0327
BP	GO:1900186	negative regulation of clathrin-dependent endocytosis	Tfasc_v1.29211-RA	0.0327
BP	GO:0033274	response to vitamin B2	Tfasc_v1.24191-RA	0.0327
BP	GO:0089709	L-histidine transmembrane transport	Tfasc_v1.14941-RA	0.0327
BP	GO:0062034	L-pipecolic acid biosynthetic process	Tfasc_v1.06923-RA	0.0327
BP	GO:0015709	thiosulfate transport	Tfasc_v1.08739-RA	0.0327
BP	GO:0010378	temperature compensation of the circadian clock	Tfasc_v1.14652-RA	0.0327
BP	GO:0098755	maintenance of seed dormancy by absisic acid	Tfasc_v1.22253-RA	0.0327
BP	GO:0015839	cadaverine transport	Tfasc_v1.01863-RA	0.0327
BP	GO:0006636	unsaturated fatty acid biosynthetic process	Tfasc_v1.24191-RA	0.0327
BP	GO:0010483	pollen tube reception	Tfasc_v1.26432-RA	0.0327
BP	GO:0046475	glycerophospholipid catabolic process	Tfasc_v1.30672-RA	0.0327
BP	GO:0010583	response to cyclopentenone	Tfasc_v1.27591-RA	0.0327
BP	GO:2001007	negative regulation of cellulose biosynthetic process	Tfasc_v1.13975-RA	0.0327
BP	GO:0006203	dGTP catabolic process	Tfasc_v1.15930-RA	0.0327
BP	GO:1902184	negative regulation of shoot apical meristem development	Tfasc_v1.26716-RA	0.0327
BP	GO:0010275	NAD(P)H dehydrogenase complex assembly	Tfasc_v1.05174-RA, Tfasc_v1.05176-RA	0.03299
BP	GO:0016132	brassinosteroid biosynthetic process	Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.29520-RA	0.03373
BP	GO:0010020	chloroplast fission	Tfasc_v1.12014-RA, Tfasc_v1.12076-RA, Tfasc_v1.29947-RA	0.03373
BP	GO:0006629	lipid metabolic process	Tfasc_v1.00779-RA, Tfasc_v1.01230-RA, Tfasc_v1.01270-RA, Tfasc_v1.01361-RA, Tfasc_v1.01537-RA, Tfasc_v1.01929-RA, Tfasc_v1.02513-RA, Tfasc_v1.04408-RA, Tfasc_v1.04498-RA, Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.06465-RA, Tfasc_v1.06921-RA, Tfasc_v1.07962-RA, Tfasc_v1.08463-RA, Tfasc_v1.09612-RA, Tfasc_v1.09637-RA, Tfasc_v1.09717-RA, Tfasc_v1.09857-RA, Tfasc_v1.11615-RA, Tfasc_v1.11891-RA, Tfasc_v1.12147-RA, Tfasc_v1.14320-RA, Tfasc_v1.14811-RA, Tfasc_v1.15109-RA, Tfasc_v1.16315-RA, Tfasc_v1.19538-RA, Tfasc_v1.20500-RA, Tfasc_v1.21270-RA, Tfasc_v1.22528-RA, Tfasc_v1.23052-RA, Tfasc_v1.23782-RA, Tfasc_v1.24191-RA, Tfasc_v1.24324-RA, Tfasc_v1.25809-RA, Tfasc_v1.27615-RA, Tfasc_v1.29520-RA, Tfasc_v1.30672-RA, Tfasc_v1.32790-RA	0.03385
BP	GO:0000160	phosphorelay signal transduction system	Tfasc_v1.00174-RA, Tfasc_v1.03490-RA, Tfasc_v1.14449-RA, Tfasc_v1.21208-RA, Tfasc_v1.22759-RA, Tfasc_v1.26823-RA, Tfasc_v1.27175-RB	0.03782
BP	GO:0010268	brassinosteroid homeostasis	Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.29520-RA	0.04227
BP	GO:0019252	starch biosynthetic process	Tfasc_v1.00421-RA, Tfasc_v1.07880-RA, Tfasc_v1.09430-RA	0.0469
BP	GO:0006694	steroid biosynthetic process	Tfasc_v1.01929-RA, Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.09717-RA, Tfasc_v1.14320-RA, Tfasc_v1.29520-RA	0.04783
BP	GO:0035435	phosphate ion transmembrane transport	Tfasc_v1.08187-RA, Tfasc_v1.08739-RA	0.04828
MF	GO:0005506	iron ion binding	Tfasc_v1.00367-RA, Tfasc_v1.00779-RA, Tfasc_v1.01270-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05450-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.06921-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.07962-RA, Tfasc_v1.14231-RA, Tfasc_v1.14320-RA, Tfasc_v1.16131-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.20749-RA, Tfasc_v1.21211-RA, Tfasc_v1.21995-RA, Tfasc_v1.22323-RA, Tfasc_v1.22694-RA, Tfasc_v1.28377-RA, Tfasc_v1.29705-RA, Tfasc_v1.31034-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31304-RA	3.2e-10
MF	GO:0020037	heme binding	Tfasc_v1.00367-RA, Tfasc_v1.00779-RA, Tfasc_v1.01880-RA, Tfasc_v1.03385-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05450-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.07609-RA, Tfasc_v1.07611-RA, Tfasc_v1.08593-RA, Tfasc_v1.08595-RA, Tfasc_v1.08596-RA, Tfasc_v1.16131-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.20749-RA, Tfasc_v1.21211-RA, Tfasc_v1.22323-RA, Tfasc_v1.22473-RA, Tfasc_v1.23628-RA, Tfasc_v1.23629-RA, Tfasc_v1.28377-RA, Tfasc_v1.29526-RA, Tfasc_v1.31034-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31304-RA, Tfasc_v1.33258-RA	1.4e-09
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Tfasc_v1.00367-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.13301-RA, Tfasc_v1.13304-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17172-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.20749-RA, Tfasc_v1.31034-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31304-RA	5.2e-08
MF	GO:0016168	chlorophyll binding	Tfasc_v1.04301-RA, Tfasc_v1.05971-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	1.2e-07
MF	GO:0047216	inositol 3-alpha-galactosyltransferase activity	Tfasc_v1.09728-RA, Tfasc_v1.09734-RA, Tfasc_v1.09735-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA	1.8e-07
MF	GO:0051787	misfolded protein binding	Tfasc_v1.03383-RA, Tfasc_v1.23009-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA	2.6e-05
MF	GO:0009703	nitrate reductase (NADH) activity	Tfasc_v1.08593-RA, Tfasc_v1.08595-RA, Tfasc_v1.08596-RA	0.00012
MF	GO:0050464	nitrate reductase (NADPH) activity	Tfasc_v1.08593-RA, Tfasc_v1.08595-RA, Tfasc_v1.08596-RA	0.00012
MF	GO:0051082	unfolded protein binding	Tfasc_v1.01795-RA, Tfasc_v1.03383-RA, Tfasc_v1.04954-RA, Tfasc_v1.14688-RA, Tfasc_v1.18295-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.28042-RA, Tfasc_v1.28263-RA, Tfasc_v1.28586-RA, Tfasc_v1.29087-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA	0.00013
MF	GO:0004096	catalase activity	Tfasc_v1.01880-RA, Tfasc_v1.03385-RA, Tfasc_v1.33258-RA	3e-04
MF	GO:0044183	protein folding chaperone	Tfasc_v1.03383-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA	0.00033
MF	GO:0004575	sucrose alpha-glucosidase activity	Tfasc_v1.28239-RA, Tfasc_v1.28243-RA, Tfasc_v1.28244-RA, Tfasc_v1.29142-RA	0.00057
MF	GO:0043546	molybdopterin cofactor binding	Tfasc_v1.08593-RA, Tfasc_v1.08595-RA, Tfasc_v1.08596-RA	0.00101
MF	GO:0004615	phosphomannomutase activity	Tfasc_v1.21501-RA, Tfasc_v1.21509-RA	0.00295
MF	GO:0008970	phospholipase A1 activity	Tfasc_v1.09612-RA, Tfasc_v1.11891-RA, Tfasc_v1.27615-RA	0.00433
MF	GO:0016887	ATP hydrolysis activity	Tfasc_v1.02211-RA, Tfasc_v1.03383-RA, Tfasc_v1.05785-RA, Tfasc_v1.06871-RA, Tfasc_v1.08187-RA, Tfasc_v1.14790-RA, Tfasc_v1.16095-RA, Tfasc_v1.16231-RA, Tfasc_v1.17472-RA, Tfasc_v1.18343-RA, Tfasc_v1.26654-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.28586-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA	0.00523
MF	GO:0030151	molybdenum ion binding	Tfasc_v1.08593-RA, Tfasc_v1.08595-RA, Tfasc_v1.08596-RA	0.00563
MF	GO:0004845	uracil phosphoribosyltransferase activity	Tfasc_v1.29555-RA, Tfasc_v1.29567-RA	0.00577
MF	GO:0015203	polyamine transmembrane transporter activity	Tfasc_v1.22984-RA, Tfasc_v1.23004-RA	0.00577
MF	GO:0052634	C-19 gibberellin 2-beta-dioxygenase activity	Tfasc_v1.09857-RA, Tfasc_v1.16315-RA	0.00942
MF	GO:0003958	NADPH-hemoprotein reductase activity	Tfasc_v1.13301-RA, Tfasc_v1.13304-RA	0.00942
MF	GO:0008422	beta-glucosidase activity	Tfasc_v1.03094-RA, Tfasc_v1.15231-RA, Tfasc_v1.16008-RA, Tfasc_v1.22528-RA	0.00983
MF	GO:0051213	dioxygenase activity	Tfasc_v1.00249-RA, Tfasc_v1.00252-RA, Tfasc_v1.00256-RA, Tfasc_v1.04408-RA, Tfasc_v1.05936-RA, Tfasc_v1.06465-RA, Tfasc_v1.08463-RA, Tfasc_v1.09857-RA, Tfasc_v1.13919-RA, Tfasc_v1.16315-RA, Tfasc_v1.20832-RA, Tfasc_v1.20837-RA, Tfasc_v1.25809-RA, Tfasc_v1.27880-RB	0.00997
MF	GO:0031072	heat shock protein binding	Tfasc_v1.03383-RA, Tfasc_v1.27979-RA, Tfasc_v1.27981-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA	0.01234
MF	GO:0004032	alditol:NADP+ 1-oxidoreductase activity	Tfasc_v1.13967-RA, Tfasc_v1.13968-RA, Tfasc_v1.29570-RA	0.01305
MF	GO:0045548	phenylalanine ammonia-lyase activity	Tfasc_v1.05549-RB, Tfasc_v1.07643-RA	0.01383
MF	GO:0015189	L-lysine transmembrane transporter activity	Tfasc_v1.09682-RA, Tfasc_v1.14941-RA	0.01383
